Code_agent;NUK;Date_of_sale;Policy_number;Policy_status;Period_type_code;Type_of_periodicity;Periodicity_code;Periodicity;Region_code;Business_line;Insurance_premium
109199009;10722;10.02.2022;Z00X0IR0CI;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;1284.48
109199021;10715;10.06.2022;Z00X0IR0RX;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;1405.44
109199020;10713;26.10.2022;Z00X0IR0RY;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;1290.24
109199008;19233;24.08.2022;Z00X0IR0XB;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;823.68
109199015;190206;09.05.2022;Z00X0IR0XK;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;368.64
62502010;14925;07.07.2022;Z00X0IR0ZW;20;D;Периодическая оплата;1;Ежемесячная;62502;НСиБ;1284.48
40999030;14222;22.11.2022;Z00X0IRCIZ;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;1699.2
140399011;21010;24.03.2022;Z00X0IRCKZ;20;D;Периодическая оплата;1;Ежемесячная;140399;НСиБ;1025.28
40999034;14067;05.07.2022;Z00X0IRCR0;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;524.16
30327008;19882;01.12.2022;Z00X0IRCXW;20;D;Периодическая оплата;1;Ежемесячная;30327;НСиБ;1941.12
40999030;14222;04.07.2022;Z00X0IRCYB;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;1641.6
40999034;14067;05.01.2022;Z00X0IRCYK;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;1388.16
40999034;14067;08.04.2022;Z00X0IRCYZ;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;921.6
116499017;17327;11.09.2022;Z00X0IRIKX;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;990.72
88802003;15433;14.08.2022;Z00X0IRIYC;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;47.04
88899009;15090;12.07.2022;Z00X0IRK0I;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;3526.4
88802009;14946;08.06.2022;Z00X0IRKCB;20;D;Периодическая оплата;3;Ежеквартальная;88802;НСиБ;19339
88899009;15090;18.07.2022;Z00X0IRKCI;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;1435
88899009;15090;24.05.2022;Z00X0IRKCR;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;6652.56
110199022;21117;02.10.2022;Z00X0IRRCB;20;D;Периодическая оплата;1;Ежемесячная;110199;НСиБ;1319.04
110199024;21056;12.05.2022;Z00X0IRRCC;42;D;Периодическая оплата;1;Ежемесячная;110199;НСиБ;339.84
140399011;21010;18.01.2022;Z00X0IRWI0;20;D;Периодическая оплата;1;Ежемесячная;140399;НСиБ;1008
140399011;21010;23.07.2022;Z00X0IRWIX;20;D;Периодическая оплата;1;Ежемесячная;140399;НСиБ;2263.68
116499015;17320;16.08.2022;Z00X0IRWRK;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;2131.2
116499017;17327;22.06.2022;Z00X0IRWRY;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;979.2
116499015;17320;03.12.2022;Z00X0IRWRZ;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;1146.24
131799028;18626;07.07.2022;Z00X0IRWYW;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;1319.04
62502005;14929;15.05.2022;Z00X0IRX0B;20;D;Периодическая оплата;1;Ежемесячная;62502;НСиБ;1872
88899027;15342;04.09.2022;Z00X0IRYBW;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;535.68
171601011;11659;05.07.2022;Z00X0IRYWC;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;1082.88
171605001;11676;13.11.2022;Z00X0IRYXW;20;D;Периодическая оплата;1;Ежемесячная;171605;НСиБ;540
171601009;2945;18.02.2022;Z00X0IRZB0;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;5678.4
171601009;2945;17.02.2022;Z00X0IRZBX;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;8212.86
171601006;11541;17.04.2022;Z00X0IRZKW;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;9674.7
171601006;11541;13.06.2022;Z00X0IRZKZ;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;6250.56
171601011;11659;21.01.2022;Z00X0IRZZC;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;5592
171601004;3550;02.09.2022;Z00X0IRZZK;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;7710.64
171601004;3550;16.11.2022;Z00X0IRZZZ;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;6092.08
131799025;18558;03.07.2022;Z00X0IW0C0;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;541.44
131799051;18694;28.01.2022;Z00X0IW0CB;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;823.68
131799056;18638;12.08.2022;Z00X0IW0CR;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;1232.64
131799056;18638;26.05.2022;Z00X0IW0XW;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;881.28
171601007;11552;02.01.2022;Z00X0IW0Z0;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;696.96
171601010;11586;04.11.2022;Z00X0IW0ZR;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;1486.08
88802003;15433;09.06.2022;Z00X0IWC0R;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;633.6
88803003;15439;05.08.2022;Z00X0IWC0X;20;D;Периодическая оплата;1;Ежемесячная;88803;НСиБ;858.24
110199023;21136;18.02.2022;Z00X0IWRRB;20;D;Периодическая оплата;1;Ежемесячная;110199;НСиБ;875.52
135799005;20875;16.08.2022;Z00X0IWRWB;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;1647.36
135799005;20875;10.04.2022;Z00X0IWRWI;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;524.16
135799005;20875;02.11.2022;Z00X0IWRWK;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;668.16
135799005;20875;07.04.2022;Z00X0IWRWW;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;1722.24
135799005;20875;25.08.2022;Z00X0IWRWZ;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;1722.24
109199022;10716;13.08.2022;Z00X0IWRXI;42;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;726
110199017;21126;15.10.2022;Z00X0IWRYW;20;D;Периодическая оплата;1;Ежемесячная;110199;НСиБ;3525.12
135799005;20875;27.09.2022;Z00X0IWRZ0;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;2039.04
135799005;20875;11.09.2022;Z00X0IWRZC;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;1152
135799005;20875;24.07.2022;Z00X0IWRZR;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;1313.28
135799005;20875;12.01.2022;Z00X0IWRZX;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;1774.08
135799005;20875;21.07.2022;Z00X0IWRZY;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;725.76
171699007;11657;01.07.2022;Z00X0IWXBC;20;D;Периодическая оплата;1;Ежемесячная;171699;НСиБ;650.88
88802003;15433;05.04.2022;Z00X0IWXCB;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;27851
88899016;15137;07.01.2022;Z00X0IWXCK;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;933.12
88899009;15090;26.03.2022;Z00X0IWXII;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;898.56
88802002;15432;22.01.2022;Z00X0IWXIK;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;1486.08
88899009;15090;09.02.2022;Z00X0IWXIR;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;1048.32
171699003;11543;13.03.2022;Z00X0IWXKR;20;D;Периодическая оплата;1;Ежемесячная;171699;НСиБ;1779.84
88899009;15090;25.12.2022;Z00X0IWXRX;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;495.36
88802003;15433;07.02.2022;Z00X0IWXYC;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;1048.32
171601009;2945;28.09.2022;Z00X0IWXZK;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;881.28
171605001;11676;18.07.2022;Z00X0IWXZW;20;D;Периодическая оплата;1;Ежемесячная;171605;НСиБ;852.48
171601008;11548;20.08.2022;Z00X0IWZRB;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;4571.76
171601009;2945;20.08.2022;Z00X0IWZRK;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;5852
171601009;2945;06.09.2022;Z00X0IWZRZ;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;4110.86
135699048;10391;24.03.2022;Z00X0IXXXX;20;D;Периодическая оплата;1;Ежемесячная;135699;НСиБ;611.78
160599025;9708;06.11.2022;Z00X0IY0CC;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;9547.2
160599005;4242;09.11.2022;Z00X0IY0I0;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;1304.4
160599025;9708;02.12.2022;Z00X0IY0RB;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;4450.96
160599016;1399;28.08.2022;Z00X0IY0RY;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;7196
160599025;9708;27.10.2022;Z00X0IY0YX;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;12301.74
160599019;3298;05.09.2022;Z00X0IY0YZ;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;17188.44
116499006;17219;05.11.2022;Z00X0IYBIR;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;2271.36
116499006;17219;12.01.2022;Z00X0IYBIZ;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;20808.2
116499009;17144;21.02.2022;Z00X0IYBYR;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;3916.2
131799054;18639;22.07.2022;Z00X0IYBZX;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;8835.46
125399013;14653;06.09.2022;Z00X0IYC0B;42;D;Периодическая оплата;1;Ежемесячная;125399;НСиБ;1673.28
125399013;14653;22.01.2022;Z00X0IYC0I;20;D;Периодическая оплата;1;Ежемесячная;125399;НСиБ;5604.48
125399013;14653;06.05.2022;Z00X0IYC0Z;20;D;Периодическая оплата;1;Ежемесячная;125399;НСиБ;20871.84
56499002;8241;17.06.2022;Z00X0IYCBX;20;D;Периодическая оплата;1;Ежемесячная;56499;НСиБ;5954.66
56401004;9332;19.10.2022;Z00X0IYCKZ;20;D;Периодическая оплата;12;Годовая;56401;НСиБ;45553
125399013;14653;18.09.2022;Z00X0IYCX0;20;D;Периодическая оплата;6;Полугодовая;125399;НСиБ;15483.96
125399013;14653;07.10.2022;Z00X0IYCXC;20;D;Периодическая оплата;1;Ежемесячная;125399;НСиБ;7498.4
171601008;11548;16.07.2022;Z00X0IYIK0;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;18107.04
171601004;3550;02.01.2022;Z00X0IYIWZ;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;4834.64
171601004;3550;09.09.2022;Z00X0IYIZ0;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;8517.92
171601009;2945;18.09.2022;Z00X0IYIZB;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;4520.88
171601009;2945;21.08.2022;Z00X0IYIZC;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;6054
171601009;2945;01.05.2022;Z00X0IYIZY;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;6897.24
55499010;782;20.11.2022;Z00X0IYRCB;20;D;Периодическая оплата;1;Ежемесячная;55499;НСиБ;1202.4
109199022;10716;12.09.2022;Z00X0IYRWC;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;3862.54
56499002;8241;01.12.2022;Z00X0IYRXR;20;D;Периодическая оплата;1;Ежемесячная;56499;НСиБ;10264.94
40999036;14016;05.07.2022;Z00X0IYW00;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;45386
40999031;14453;26.09.2022;Z00X0IYW0Z;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;4659.28
40999036;14016;27.02.2022;Z00X0IYWIX;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;5040
40999031;14453;14.12.2022;Z00X0IYWRW;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;4793.36
40999030;14222;21.10.2022;Z00X0IYWRY;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;4254.3
40999036;14016;09.05.2022;Z00X0IYWXC;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;6008.8
40999036;14016;02.07.2022;Z00X0IYWXK;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;2047.98
40999036;14016;13.11.2022;Z00X0IYWXR;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;10932.4
40999034;14067;17.09.2022;Z00X0IYWXW;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;3018.6
56399020;1007;18.01.2022;Z00X0IYYKI;20;D;Периодическая оплата;1;Ежемесячная;56399;НСиБ;7106.46
56399020;1007;28.02.2022;Z00X0IYYKR;20;D;Периодическая оплата;1;Ежемесячная;56399;НСиБ;5736.54
56399020;1007;25.12.2022;Z00X0IYYKW;20;D;Периодическая оплата;1;Ежемесячная;56399;НСиБ;33523.84
56399020;1007;15.05.2022;Z00X0IYYKY;20;D;Периодическая оплата;1;Ежемесячная;56399;НСиБ;14916.84
56401009;2861;04.01.2022;Z00X0IYYZX;20;D;Периодическая оплата;1;Ежемесячная;56401;НСиБ;5632.2
55403031;861;10.03.2022;Z00X0IZB0C;20;D;Периодическая оплата;12;Годовая;55403;НСиБ;3968
55403031;861;19.01.2022;Z00X0IZB0R;20;D;Периодическая оплата;12;Годовая;55403;НСиБ;10816
55499053;2176;23.10.2022;Z00X0IZB0W;20;D;Периодическая оплата;12;Годовая;55499;НСиБ;12608
88899008;15166;05.11.2022;Z00X0IZBCK;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;2327.04
88899027;15342;07.01.2022;Z00X0IZBCR;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;1883.52
88899008;15166;03.01.2022;Z00X0IZBCZ;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;996.48
202605001;14940;21.01.2022;Z00X0IZBIK;20;D;Периодическая оплата;1;Ежемесячная;202605;НСиБ;3202.56
202605001;14940;04.05.2022;Z00X0IZBIW;20;D;Периодическая оплата;1;Ежемесячная;202605;НСиБ;3000.96
88899011;15366;04.01.2022;Z00X0IZBRB;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;938.88
88802003;15433;09.11.2022;Z00X0IZBRK;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;1249.92
88802003;15433;21.06.2022;Z00X0IZBRY;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;864
88803002;15445;21.03.2022;Z00X0IZBWC;20;D;Периодическая оплата;1;Ежемесячная;88803;НСиБ;1146.24
202604001;15448;24.05.2022;Z00X0IZBWX;20;D;Периодическая оплата;1;Ежемесячная;202604;НСиБ;2165.76
88899027;15342;15.05.2022;Z00X0IZBXB;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;1140.48
88899011;15366;04.03.2022;Z00X0IZBY0;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;1589.76
88899011;15366;02.12.2022;Z00X0IZBYX;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;1468.8
116499006;17219;19.04.2022;Z00X0IZIBW;20;D;Периодическая оплата;12;Годовая;116499;НСиБ;3584
116499015;17320;25.01.2022;Z00X0IZIZI;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;627.84
116499015;17320;22.07.2022;Z00X0IZIZR;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;622.08
55499074;7099;13.10.2022;Z00X0IZKBK;20;D;Периодическая оплата;12;Годовая;55499;НСиБ;3520
109199009;10722;25.09.2022;Z00X0IZKC0;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;2033.28
109199015;190206;19.11.2022;Z00X0IZKCI;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;1647.36
55499074;7099;04.08.2022;Z00X0IZKKZ;20;D;Периодическая оплата;1;Ежемесячная;55499;НСиБ;2178.28
109199015;190206;23.06.2022;Z00X0IZKRR;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;2142.72
109199008;19233;09.11.2022;Z00X0IZKXI;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;1589.76
109199021;10715;06.09.2022;Z00X0IZKXZ;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;1301.76
109199012;19204;19.06.2022;Z00X0IZKY0;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;1578.24
55499074;7099;02.03.2022;Z00X0IZKZK;20;D;Периодическая оплата;1;Ежемесячная;55499;НСиБ;1716.48
160504001;10694;14.03.2022;Z00X0IZWBK;20;D;Периодическая оплата;12;Годовая;160504;НСиБ;8640
160504001;10694;10.09.2022;Z00X0IZWBZ;20;D;Периодическая оплата;12;Годовая;160504;НСиБ;11840
110199023;21136;05.05.2022;Z00X0IZWYI;20;D;Периодическая оплата;1;Ежемесячная;110199;НСиБ;869.76
110199023;21136;17.06.2022;Z00X0IZWYY;20;D;Периодическая оплата;12;Годовая;110199;НСиБ;3520
42999078;20918;21.08.2022;Z00X0IZXKZ;20;D;Периодическая оплата;1;Ежемесячная;42999;НСиБ;3942.72
160599015;1345;20.08.2022;Z00X0IZZCC;20;D;Периодическая оплата;12;Годовая;160599;НСиБ;7744
160599015;1345;05.05.2022;Z00X0IZZCX;20;D;Периодическая оплата;12;Годовая;160599;НСиБ;8512
160599008;9913;19.10.2022;Z00X0IZZRB;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;1019.52
160599014;8587;21.03.2022;Z00X0IZZRZ;20;D;Периодическая оплата;12;Годовая;160599;НСиБ;10176
160599008;9913;26.11.2022;Z00X0IZZXI;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;316.8
160599008;9913;16.04.2022;Z00X0IZZXY;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;938.88
88899016;15137;02.09.2022;Z00X0R0CWR;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;24139
88899009;15090;26.09.2022;Z00X0R0CWX;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;2471.04
88899008;15166;15.12.2022;Z00X0R0IBR;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;1468.8
55499016;123;21.09.2022;Z00X0R0KR0;20;D;Периодическая оплата;1;Ежемесячная;55499;НСиБ;-84.96
52899102;2755;07.07.2022;Z00X0R0WB0;20;D;Периодическая оплата;1;Ежемесячная;52899;НСиБ;-3.38
88802002;15432;09.11.2022;Z00X0RBBBK;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;30803
131799025;18558;28.02.2022;Z00X0RBKYB;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;104.4
116499015;17320;07.11.2022;Z00X0RBZZX;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;19268
56399020;1007;10.06.2022;Z00X0RCKWW;20;D;Периодическая оплата;12;Годовая;56399;НСиБ;-28.32
30325001;10655;20.01.2022;Z00X0RI00Z;20;D;Периодическая оплата;1;Ежемесячная;30325;НСиБ;-7.52
171699005;19547;01.11.2022;Z00X0RIWYX;20;D;Периодическая оплата;1;Ежемесячная;171699;НСиБ;43.18
160599005;4242;09.02.2022;Z00X0RIZCC;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;-5.82
55499016;123;10.10.2022;Z00X0RKCZC;20;D;Периодическая оплата;1;Ежемесячная;55499;НСиБ;59.18
40999036;14016;17.01.2022;Z00X0RKI0Y;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;-75
30325001;10655;16.05.2022;Z00X0RKWRI;20;D;Периодическая оплата;1;Ежемесячная;30325;НСиБ;22.88
171601010;11586;04.08.2022;Z00X0RKZZW;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;-4.22
62599034;14744;25.06.2022;Z00X0RR0ZW;20;D;Периодическая оплата;1;Ежемесячная;62599;НСиБ;120.6
55403002;5109;07.04.2022;Z00X0RRCBY;20;D;Периодическая оплата;1;Ежемесячная;55403;НСиБ;-5.62
191099049;12822;04.01.2022;Z00X0RRX0W;20;D;Периодическая оплата;1;Ежемесячная;191099;НСиБ;-6.96
56401005;5382;06.03.2022;Z00X0RRXBR;20;D;Периодическая оплата;1;Ежемесячная;56401;НСиБ;-5.38
56301015;1096;13.01.2022;Z00X0RRXKX;20;D;Периодическая оплата;1;Ежемесячная;56301;НСиБ;-5.32
171601009;2945;20.02.2022;Z00X0RWRKC;20;D;Периодическая оплата;12;Годовая;171601;НСиБ;24898
160599021;9961;16.03.2022;Z00X0RWRW0;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;16254
42999073;8324;24.08.2022;Z00X0RWRYY;20;D;Периодическая оплата;1;Ежемесячная;42999;НСиБ;17654
160599021;9961;13.06.2022;Z00X0RWWYW;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;14.82
40999031;14453;15.07.2022;Z00X0RXX00;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;44.16
40999027;14424;19.08.2022;Z00X0RXX0K;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;83.6
40999030;14222;18.05.2022;Z00X0RXXX0;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;-7.08
131799042;18616;23.12.2022;Z00X0RYCRY;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;-6.04
62599034;14744;28.06.2022;Z00X0RYIBZ;20;D;Периодическая оплата;1;Ежемесячная;62599;НСиБ;-3.34
62599036;10210;05.12.2022;Z00X0RYR00;20;D;Периодическая оплата;1;Ежемесячная;62599;НСиБ;24259
62599036;10210;21.12.2022;Z00X0RYR0X;20;D;Периодическая оплата;1;Ежемесячная;62599;НСиБ;13940
62599034;14744;08.12.2022;Z00X0RYRCZ;20;D;Периодическая оплата;1;Ежемесячная;62599;НСиБ;34394
62599034;14744;09.06.2022;Z00X0RYRXR;20;D;Периодическая оплата;1;Ежемесячная;62599;НСиБ;13971
52899102;2755;26.07.2022;Z00X0RZCYX;20;D;Периодическая оплата;1;Ежемесячная;52899;НСиБ;13181
40999036;14016;01.12.2022;Z00X0RZWBI;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;-16.62
171601009;2945;24.02.2022;Z00X0RZWZW;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;45397
131799056;18638;19.12.2022;Z00X0RZYCZ;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;-4.42
190606023;13228;15.11.2022;Z00X0RZYIW;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;-3.34
190606023;13228;15.10.2022;Z00X0RZYIX;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;-4.98
190606023;13228;08.02.2022;Z00X0RZYYW;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;-32.94
52820013;1042;17.06.2022;Z00X0X0BBZ;20;D;Периодическая оплата;1;Ежемесячная;52820;НСиБ;16
55499057;9003;06.01.2022;Z00X0X0ZYI;20;D;Периодическая оплата;1;Ежемесячная;55499;НСиБ;45540
30327007;12168;14.01.2022;Z00X0XBWIZ;20;D;Периодическая оплата;1;Ежемесячная;30327;НСиБ;16377
62599015;14756;03.11.2022;Z00X0XIZWB;20;D;Периодическая оплата;1;Ежемесячная;62599;НСиБ;16.66
40999031;14453;19.09.2022;Z00X0XKKIB;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;829.46
30325001;10655;14.09.2022;Z00X0XWWWR;20;D;Периодическая оплата;1;Ежемесячная;30325;НСиБ;27912
110199028;11019;27.02.2022;Z00X0XXBWB;20;D;Периодическая оплата;1;Ежемесячная;110199;НСиБ;21
160599002;9710;20.08.2022;Z00X0XXICW;42;D;Периодическая оплата;12;Годовая;160599;НСиБ;0.19
160599018;9949;14.06.2022;Z00X0XXX0I;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;63.04
116499009;17144;20.04.2022;Z00X0XXZKZ;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;-31.68
55499010;782;23.10.2022;Z00X0XYBYI;20;D;Периодическая оплата;1;Ежемесячная;55499;НСиБ;-8.56
52820001;9335;21.10.2022;Z00X0Y0BIZ;20;D;Периодическая оплата;1;Ежемесячная;52820;НСиБ;89.6
40999030;14222;06.09.2022;Z00X0Y0IBZ;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;-55.26
190606014;13226;18.01.2022;Z00X0Y0IYI;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;982.08
40999030;14222;09.06.2022;Z00X0Y0KIR;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;-4.76
40999029;14488;15.08.2022;Z00X0Y0WB0;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;-5.02
40999029;14488;10.11.2022;Z00X0Y0WBX;20;D;Периодическая оплата;1;Ежемесячная;40999;НСиБ;-5.78
52899100;917;11.02.2022;Z00X0Y0Y0Z;20;D;Периодическая оплата;1;Ежемесячная;52899;НСиБ;24929
171601002;90079;26.12.2022;Z00X0YCCCZ;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;-4.7
171601011;11659;23.02.2022;Z00X0YKIB0;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;-5.04
171601009;2945;20.06.2022;Z00X0YKIWX;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;3444.48
171601011;11659;04.10.2022;Z00X0YKIZR;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;25020
42999078;20918;20.01.2022;Z00X0YKWIK;20;D;Периодическая оплата;1;Ежемесячная;42999;НСиБ;29.68
116499009;17144;24.01.2022;Z00X0YRXRC;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;16072
116499011;17138;12.10.2022;Z00X0YWZZI;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;45384
56499009;5328;13.09.2022;Z00X0YX00W;20;D;Периодическая оплата;1;Ежемесячная;56499;НСиБ;-27.9
131799025;18558;03.04.2022;Z00X0YXCCC;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;41.28
160599004;2392;14.11.2022;Z00X0YXIKK;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;-4.62
190606012;13232;18.04.2022;Z00X0YXRXW;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;-19.2
110199024;21056;12.10.2022;Z00X0YXYCB;20;D;Периодическая оплата;1;Ежемесячная;110199;НСиБ;-38.8
56401003;5332;05.12.2022;ZI00000C0B;20;D;Периодическая оплата;1;Ежемесячная;56401;НСиБ;124.16
135699027;7651;02.07.2022;ZI00000RBW;20;D;Периодическая оплата;1;Ежемесячная;135699;НСиБ;-4.92
62599035;15390;14.07.2022;ZI00000XWB;20;D;Периодическая оплата;1;Ежемесячная;62599;НСиБ;1046.18
